invocation,cmd
"Take the output from the /dev/urandom file, remove all characters that are not a-z, A-Z, 0-9, !?@#$%, and newline characters, fold the output into 64 character wide lines, and take the first line of output.",head /dev/urandom | tr -dc "a-zA-Z0-9!?@#$%\n" | fold -w 64 -s | head -n 1
"Find all files in the current working directory, regardless of case, and compress them into a zip file called ""archive.zip"".",find $(pwd) -iname '*.*' | xargs -I {} zip -rmj {} archive.zip
Find all files in the current directory and its subdirectories and execute a case-insensitive search for the string "string" in each of them.,find . -exec grep -il "string" {} +
"Find a text file in the current directory and its subdirectories, extract the first 20 characters from it, randomly sort them, and display the first line.",find ~ -maxdepth 2 -iname "*.txt" -exec grep -o -P '.{20}' {} \; | sort -R | head -n 1
u,echo $(echo 'a b c d e f g h i j k l m n o p q r s t u v w x y z' | tr ' ' '\n' | awk 'BEGIN{srand()}{print $0}' | awk 'NR==int(rand()*NR+1')
Find all files in the root directory and delete all null characters from them.,find / -iname * | xargs tr -d '\0'
Find all files (type f) and execute the command "chmod 755" on each of them.,find . -type f -exec chmod 755 '{}' \;
_#@$%&*{}|-\!^@A8X6y2F3f5K7h9C1j,printf '%s\n' $(cat /dev/urandom | tr -dc 'A-Za-z0-9_#$%\!&^{}|\-\@\*' | fold -w 32 | head -n 1)
Search the entire file system for files with the extension ".txt" and execute the command "grep" to search for the string "string" in each of those files.,find / -name "*.txt" -exec grep "string" {} \;
Print a random number between 01 and 99.,shuf -i 1-99 -n 1 | xargs printf "%02d\n"
"Find a file type, print its path, sort the paths randomly, and output the first one.",find -type f -printf '%p\n' | sort -uR | head -n 1
Count the number of files in the /usr directory.,find /usr -name '*' -exec echo \; | wc -l
Find all files in the current directory and its subdirectories and execute the command "ls -lR" on each of them.,find . -type f -exec ls -lR {} +
"Find a file with any name and any extension in the current directory, randomly shuffle the list of files, and display the first one.",find . -iname "*.*" | shuf | head -n 1
echo $(shuf $(date) | head -1),echo $(date) | xargs -I {} echo $(echo {} | shuf | head -1)
"Find all directories within a maximum depth of 3 in the current directory and its subdirectories, and execute the command ""rm -rvf"" on each of them.",find ~ -xdev -maxdepth 3 -type d -print0 | xargs -0 -n1 echo rm -rvf
"Find all files with the extension .js in the entire file system, and replace the string ""rand()"" with ""Math.random()"" in each of those files.",find / -iname '*.js' -exec sed -i 'r/rand()/Math.random()/' {} \;
Find all files with the extension .txt in the current working directory and move them to the ~/documents directory.,find $(echo $PWD) -type f -name '*.txt' -exec mv {} ~/documents \;
"Take the output of /dev/urandom, split it into 4 character chunks, take the first 20 chunks, sort them by the second field numerically, take the last 5 chunks, and print each one with a space after it.",sed -e 's/.\{4\}/&\n/g' /dev/urandom | head -20 | sort -t : -k 2 -n | tail -5 |xargs -n1 printf "%s "
List the contents of a randomly chosen file or directory in the current directory.,ls -1 $(find -maxdepth 1 \( -name "*" -or -type d \) | shuf -n 1)
Find all files with the extension .txt in any directory and replace the word "jus" with "just" in each file.,find / -type f -iname "*.txt" -exec sed -i 's/jus/just/g' {} \;
"Find all files with the extension "".txt"" in the current directory and its subdirectories, and then search for the string ""pattern"" in those files and list the files that contain the string.",find ./ -name "*.txt" | xargs grep -l "pattern"
Find all files with the extension ".rpm" and delete them.,find . -iname '*.rpm' -exec rm -f {} \;
Find all files in the home directory with a ".sh" extension and divide the second column of the output by 6.,find ~/ -name "*.sh" | awk '{print $2/6}'
Find all files with the extension ".dat" in the current directory and its subdirectories up to 3 levels deep and count the number of lines in each file.,find . -maxdepth 3 -type f -iname '*.dat' | xargs wc -l
%H:%M:%S,echo $(date +"%m/%d/%y %H:%M:%S") | cut -f2 -d ' '
"Find all files with the extension .conf, print them, and search for the word 'debugging'. Replace all instances of 'debugging' with 'debug' in the found files.",find . -name '*.conf' -print0 | xargs -0 grep -rl 'debugging' | xargs -I {} sed -i 's/debugging/dubug/g' {}
"Find all files (not directories) in the current directory and up to 10 levels of subdirectories, and calculate the MD5 checksum for each file.",find / -mindepth 1 -maxdepth 10 -not -type d -exec md5sum {} +
"Find all files with the extension .sh that are larger than 10MB in the /dev/ directory, and search for the string 'ssh_key' in them, excluding any directories.",find /dev/ -size +10M -name '*.sh' ! -type d | xargs grep -Rl 'ssh_key'
Randomly select one file from the current directory and print its name without the null character.,shuf -n 1 $(find -iname '*' -print0) | tr -d '\0'
Search for a random 10 character string in the /dev/null file.,grep $(head /dev/urandom | tr -dc A-Za-z | head -c10) /dev/null
Search for a random 16 character string in the file /usr/share/dict/words and display the two lines after the match.,grep -A2 $(cat /dev/urandom | env LC_CTYPE=C tr -dc 'a-zA-Z0-9' | fold -w 16 | head -n 1) /usr/share/dict/words
Print a random number between 0 and 100: "random number: [random number]",shuf -i 0-100 -n 1 | xargs echo "random number: {}"
Find one email address in the file /dev/urandom and print it out.,"grep -Eo ""[0-9A-Za-z_.]+@[0-9A-Za-z_-]+\.[A-Za-z]{2,}"" /dev/urandom | head -1"
"Print the last characters of /dev/urandom, starting from a random position between 0 and 9, and convert them to alphanumeric characters, then print a random number of characters between 0 and 9.",tail -c +$(shuf -i 0-9 -n 1) /dev/urandom | tr -dc '[:alnum:]' | head -c$(shuf -i 0-9 -n 1)
"Find all files in the current directory and its subdirectories, and execute the command ""ls -lrt"" on each of them.",find . -exec ls -lrt {} \;
Paste the output of the command that generates a random string of 32 characters followed by a random string of 16 characters.,paste <(echo $(cat /dev/urandom | tr -dc 'A-Za-z0-9' | head -c ${1:-32})) <(echo $(cat /dev/urandom | tr -dc 'A-Za-z0-9' | head -c ${1:-16}))
"Find all files (indicated by the asterisk) in the current directory and its subdirectories, and change the permissions to 744 for each file.",find . -name "*" -type f -exec chmod 744 {} \;
XyfUqXyhUqUj,echo $(cat /dev/urandom | tr -dc 'a-zA-Z' | fold -w "$(shuf -i 10-20 -n 1)" | head -n 1)
"Find all files in the current directory and its subdirectories, then use the command ""xargs"" to search for a randomly chosen word from the file ""/usr/share/dict/words"" in each of the found files.",find ~/* -depth | xargs grep "`shuf -n 1 /usr/share/dict/words`"
Randomly select one file from the list of files in the directory specified in the PATH variable of the /etc/profile file.,env LC_ALL=C shuf -n1 -e $(sed -n 's|^PATH="\(.*\)"|\1|p' /etc/profile)/*
"Find all directories and display the name, access rights, owner user name, and owner group name for each.",find -type d | xargs stat -c"%n %A %U %G"
Take the first 5 characters of a random number between 1 and 3020 from /dev/urandom and use it as the number of bytes to read from /dev/urandom.,head -c$( cat /dev/urandom | tr -dc '1-3020' | fold -w5 | head -n1) /dev/urandom
Randomly sort the contents of the /etc/hosts file and display the first line.,`sort -R /etc/hosts | head -1`
Randomly select a number between 100 and 20000 and print the first one out of 3000 numbers.,shuf -p 3000 -r -i 100-20000 | head -n 1
Print the first line of a randomly sorted list of environment variables.,env | sort -R | head -n 1
"Make a directory with the current time, month, day, and year.",mkdir $(date +"%T-%m-%d-%Y")
Search the entire file system for files with the name ending in ".txt" and replace all occurrences of "old" with "new" in those files.,find / -iname '*.txt' | xargs sed -i 's/old/new/g'
Search the entire file system (starting from the root directory) up to 4 levels deep for any files ending with ".jpg" and change the permissions to 775 for each file found.,find / -maxdepth 4 -name '*.jpg' -exec chmod 775 {} \;
Find all files in the /tmp directory with a ".log" extension that were modified more than 7 days ago and delete them.,find /tmp -name "*.log" -mtime +7 -exec rm -rf {} \;
"Send a request to the website ""random.org"" to generate one random string of 30 characters, containing both upper and lower case letters and digits, and display the result in plain text format.",curl -s https://www.random.org/strings/?num=1\&len=30\&digits=on\&upperalpha=on\&loweralpha=on\&unique=on\&format=plain
Find a random alphanumeric string of up to 1 to unlimited characters from the /dev/urandom file and display the first one.,"grep -io '[[:alnum:]]\{1,\}' /dev/urandom | head -1"
echo the random element of the array,echo " ${ arr [ ( ( RANDOM%${# arr [@] } ) ) ] } "
Find all files in the current directory (not including subdirectories) and add execute permission for the user on each file.,find . -mindepth 1 -maxdepth 1 -type f -exec chmod u+x {} \+
"Send a request to the website ""random.org/strings"" to generate one random string of 24 characters, containing both upper and lower case letters and digits, and without any duplicates, and then remove the new line character from the output.",curl -s https://www.random.org/strings/?num=1\&len=24\&digits=on\&upperalpha=on\&loweralpha=on\&unique=on\&format=plain | tr -d '\n'
Move the file /tmp/foo to a randomly chosen file from the directory /var/tmp.,mv /tmp/foo $(shuf -n 1 /var/tmp/*)
"List all files and directories (including hidden ones) in the current directory, and display them in a list format, using a randomly generated string of 64 characters composed of alphanumeric characters (A-Z, a-z, 0-9) as the name.",ls -aFq $(LC_ALL=C tr -dc A-Za-z0-9 < /dev/urandom | head -c 64 | xargs)
Randomly sort the contents of the file /dev/urandom and output the first 5000 characters.,sort -R /dev/urandom | head -c 5000;
Find all files with the extension .txt and use xargs to run the sed command to replace all instances of "text" with "replace" in those files.,find -name '*.txt' | xargs sed -i 's/text/replace/g'
"Yes, take the first N lines of a randomly chosen number between 1 and 20, and only keep alphanumeric characters and newlines.",`yes n | head -n $(shuf -i 1-20 -n 1) | tr -cd 'A-Za-z0-9\n'`
Print the current date and time in the format "YYYY-MM-DD HH:MM:SS" by randomly selecting a number between 1 and 100.,shuf -i 1-100 -n 1 | xargs -I % echo date +"%Y-%m-%d %H:%M:%S"
Find all files (type f) and execute the command 'sed -i 's/word/word2/g' {}' on each of them.,find . -type f -exec sed -i 's/word/word2/g' {} \;
"Find all files with the extensions .h and .c and for each of them, use sed to replace any uppercase letters with the same letter in lowercase.",find -name '*.[hc]' | xargs -n1 sed -r 's/(.*)([A-Z]+)(.*)/\1\L\2/g'
echo "random number between 0 and 100: $(shuf -i 0-100 -n 1)",shuf -i 0-100 -n 1 | xargs echo "random number between 0 and 100: {}"
Find all files on the system with permissions set to 7000 and list them with their attributes.,find / -perm /7000 -exec ls -ald {} \;
"Find all files in the current directory (maxdepth 1) and display their size, permissions, and name (ls -shd).",find / -maxdepth 1 -type f -exec ls -shd {} \;
Find all files and folders and compress them into an archive named with the current date and time (in the format of YYYY-MM-DD-HH-MM-SS) and name the archive as "archive.tar.gz".,find | xargs tar -czf $(date "+%Y-%m-%d-%H-%M-%S")_archive.tar.gz
"Find all files with the extension .txt in the current directory and its subdirectories, and replace all occurrences of the word 'foo' with the word 'bar' in each file.",find ~ -name '*.txt' | xargs sed -i 's/foo/bar/g'
pigmentary mollifier,echo $(echo $(sort -R /usr/share/dict/words | head -n1) $(sort -R /usr/share/dict/words | head -n1))
Find in the current working directory any files with a name ending in the current date in the format YYYYMMDD.,find $(pwd) -iname \*$(date +%Y%m%d)*
Find all files (type f) and execute a sed command to replace each word with the output of the echo $RANDOM command for each file.,find . -type f -exec sed -i 's/\w\+/echo $RANDOM/g' {} +
Download the file "sample.txt" from the Dropbox link "https://www.dropbox.com/s/ljymi9f9pes834c/sample.txt?dl=0" using the command "curl -O".,curl -O https://www.dropbox.com/s/ljymi9f9pes834c/sample.txt?dl=0
Find all files and directories in the current directory and its subdirectories and change the permissions to 0666 for all of them.,find . -exec chmod -R 0666 \{\} \;
